count,mean,median,min,max,std,config,trial,num_exits
150,279.93333333333334,312.0,49,389,65.53916555939833,Densitet i lartë (150 boid),6,1
150,283.26,295.5,22,395,78.46387109151999,Densitet i lartë (150 boid),7,1
150,279.76666666666665,290.0,83,472,77.10671537262857,Densitet i lartë (150 boid),8,1
150,258.7266666666667,276.0,76,388,67.35378204344248,Densitet i lartë (150 boid),9,1
150,287.73333333333335,301.0,30,487,84.76042053275155,Densitet i lartë (150 boid),10,1
150,286.82666666666665,327.0,48,461,78.53710347486863,Densitet i lartë (150 boid),11,1
150,296.00666666666666,287.0,90,477,95.2899082916036,Densitet i lartë (150 boid),12,1
150,282.0733333333333,299.0,53,385,66.49622512260042,Densitet i lartë (150 boid),13,1
150,295.86,310.0,50,451,73.07421159342056,Densitet i lartë (150 boid),14,1
150,289.28,317.0,48,413,84.68664751108444,Densitet i lartë (150 boid),15,1
150,286.7266666666667,313.0,60,399,81.37205881354825,Densitet i lartë (150 boid),16,1
150,271.75333333333333,281.0,41,463,87.31062834627993,Densitet i lartë (150 boid),17,1
150,283.11333333333334,284.5,27,463,85.09919989178643,Densitet i lartë (150 boid),18,1
150,295.06,300.0,117,507,94.23638575412366,Densitet i lartë (150 boid),19,1
150,279.14,278.0,104,453,77.53966984711761,Densitet i lartë (150 boid),20,1
150,304.88,313.0,118,435,76.74450425491933,Densitet i lartë (150 boid),21,1
150,283.0133333333333,300.0,59,468,74.58829100841201,Densitet i lartë (150 boid),22,1
150,308.81333333333333,319.0,58,491,95.94070298308685,Densitet i lartë (150 boid),23,1
150,276.31333333333333,274.0,40,451,91.00272059425232,Densitet i lartë (150 boid),24,1
150,309.6,319.5,60,560,106.0350885320515,Densitet i lartë (150 boid),25,1
150,274.9,284.5,89,480,81.04984063319722,Densitet i lartë (150 boid),26,1
150,290.38,325.0,79,422,73.6640726541779,Densitet i lartë (150 boid),27,1
150,283.66,284.0,20,439,94.40076482741017,Densitet i lartë (150 boid),28,1
150,297.12666666666667,297.0,41,408,72.8933738796302,Densitet i lartë (150 boid),29,1
